OrderID,SupplierID,OrderDate,ProcurementManager,Department,Status,Priority
501711,1014,2025-04-24,Jordan Lee,Operations,In Transit,Standard
501712,1021,2024-04-01,Jordan Lee,Facilities,Open,Standard
501713,1014,2024-07-26,Taylor Smith,Facilities,In Transit,Standard
501714,1014,2025-10-10,Taylor Smith,Operations,Open,Standard
501715,1003,2024-08-19,Taylor Smith,Operations,In Transit,Standard
501716,1024,2025-08-20,Morgan Patel,IT,Open,Standard
501717,1014,2025-08-07,Jordan Lee,Retail,Closed,Standard
501718,1018,2025-06-03,Morgan Patel,IT,Open,Standard
501719,1011,2025-01-29,Morgan Patel,Facilities,In Transit,Standard
501720,1016,2024-02-08,Casey Brown,Finance,In Transit,Rush
501721,1002,2025-11-08,Jordan Lee,IT,Closed,Standard
501722,1003,2024-11-01,Jordan Lee,Facilities,Closed,Standard
501723,1015,2024-11-01,Casey Brown,Retail,Open,Rush
501724,1002,2024-03-19,Alex Chen,Finance,Closed,Standard
501725,1003,2025-12-06,Morgan Patel,Retail,Closed,Standard
501726,1012,2024-11-05,Alex Chen,Retail,Closed,Standard
501727,1021,2024-11-28,Morgan Patel,Operations,Closed,Standard
501728,1003,2024-02-14,Morgan Patel,Operations,Open,Standard
501729,1021,2025-02-16,Taylor Smith,Facilities,Open,Standard
501730,1009,2024-08-26,Jordan Lee,Finance,Open,Standard
501731,1025,2024-06-12,Morgan Patel,IT,In Transit,Standard
501732,1020,2024-05-17,Morgan Patel,Operations,In Transit,Standard
501733,1010,2024-07-14,Taylor Smith,IT,In Transit,Standard
501734,1008,2025-06-29,Alex Chen,IT,In Transit,Standard
501735,1008,2025-01-28,Casey Brown,Operations,Open,Standard
501736,1015,2024-01-10,Morgan Patel,IT,In Transit,Standard
501737,1016,2024-11-04,Jordan Lee,Finance,In Transit,Standard
501738,1007,2024-11-01,Taylor Smith,Facilities,In Transit,Standard
501739,1012,2025-08-09,Morgan Patel,Operations,Closed,Standard
501740,1025,2025-08-12,Alex Chen,Retail,In Transit,Standard
501741,1013,2025-12-10,Taylor Smith,Finance,Open,Standard
501742,1021,2025-03-21,Casey Brown,Finance,In Transit,Standard
501743,1002,2025-05-16,Morgan Patel,IT,Closed,Rush
501744,1025,2025-04-28,Alex Chen,IT,In Transit,Standard
501745,1022,2024-10-26,Jordan Lee,Facilities,In Transit,Standard
501746,1022,2025-10-01,Jordan Lee,Retail,Open,Standard
501747,1020,2025-05-18,Jordan Lee,Finance,In Transit,Rush
501748,1013,2024-11-14,Taylor Smith,Operations,Closed,Standard
501749,1012,2024-10-30,Jordan Lee,Finance,In Transit,Standard
501750,1014,2024-06-26,Taylor Smith,IT,Closed,Standard
501751,1005,2025-08-26,Alex Chen,IT,Open,Rush
501752,1014,2025-06-11,Taylor Smith,Facilities,In Transit,Standard
501753,1025,2024-10-17,Casey Brown,IT,Open,Standard
501754,1024,2025-11-05,Alex Chen,IT,Closed,Standard
501755,1011,2024-08-22,Jordan Lee,IT,Open,Standard
501756,1001,2024-12-16,Taylor Smith,Operations,Open,Standard
501757,1009,2025-06-09,Jordan Lee,IT,Closed,Standard
501758,1021,2024-04-29,Taylor Smith,Operations,Open,Standard
501759,1006,2025-06-04,Morgan Patel,Operations,Open,Standard
501760,1015,2025-08-15,Morgan Patel,IT,Open,Standard
501761,1017,2025-06-22,Alex Chen,Facilities,Open,Standard
501762,1009,2025-09-29,Casey Brown,Facilities,Closed,Standard
501763,1011,2025-05-25,Jordan Lee,IT,Closed,Standard
501764,1023,2025-09-14,Alex Chen,Finance,Closed,Standard
501765,1002,2024-09-09,Jordan Lee,Retail,In Transit,Standard
501766,1005,2024-08-31,Casey Brown,Facilities,In Transit,Rush
501767,1016,2024-12-24,Taylor Smith,Operations,In Transit,Standard
501768,1022,2024-07-15,Jordan Lee,Retail,Open,Standard
501769,1007,2025-05-02,Alex Chen,IT,In Transit,Standard
501770,1003,2024-02-12,Taylor Smith,Operations,Open,Standard
501771,1005,2025-05-12,Casey Brown,Finance,In Transit,Standard
501772,1004,2025-10-08,Casey Brown,Finance,In Transit,Standard
501773,1005,2025-01-20,Taylor Smith,Retail,Closed,Standard
501774,1016,2024-12-08,Alex Chen,IT,Open,Standard
501775,1007,2025-02-11,Taylor Smith,Facilities,Closed,Standard
501776,1007,2025-05-15,Jordan Lee,Retail,In Transit,Standard
501777,1023,2024-04-30,Morgan Patel,Finance,In Transit,Rush
501778,1025,2025-09-07,Alex Chen,Finance,Open,Standard
501779,1007,2024-04-14,Casey Brown,IT,In Transit,Standard
501780,1022,2025-01-05,Alex Chen,Operations,Open,Standard
501781,1002,2025-07-07,Taylor Smith,Facilities,In Transit,Standard
501782,1016,2025-04-18,Taylor Smith,IT,Open,Standard
501783,1001,2025-07-12,Jordan Lee,Finance,Open,Standard
501784,1007,2024-03-22,Taylor Smith,Retail,In Transit,Standard
501785,1007,2025-03-11,Alex Chen,Operations,In Transit,Standard
501786,1023,2025-06-25,Alex Chen,Finance,In Transit,Rush
501787,1017,2024-01-17,Morgan Patel,Retail,Open,Standard
501788,1009,2025-11-07,Taylor Smith,Facilities,Closed,Standard
501789,1009,2025-08-02,Casey Brown,IT,Closed,Standard
501790,1015,2024-05-19,Jordan Lee,Finance,In Transit,Standard
501791,1005,2024-09-05,Alex Chen,Retail,In Transit,Standard
501792,1005,2024-10-03,Morgan Patel,IT,Open,Standard
501793,1014,2024-01-04,Morgan Patel,Operations,In Transit,Standard
501794,1004,2025-06-02,Morgan Patel,Operations,In Transit,Standard
501795,1023,2025-02-18,Jordan Lee,Facilities,Open,Standard
501796,1005,2024-06-28,Casey Brown,Finance,Open,Standard
501797,1014,2025-05-30,Taylor Smith,Operations,Open,Rush
501798,1004,2024-09-01,Morgan Patel,IT,In Transit,Standard
501799,1004,2025-08-06,Casey Brown,Retail,In Transit,Standard
501800,1017,2024-07-06,Jordan Lee,Operations,Closed,Standard
